2018-11-19 16:33:37,673 - StartUp.py - 8 : --------------------开始--------------------
2018-11-19 16:33:46,215 - pipelines.py - 126 : open_sina7x24_spider
2018-11-19 16:34:20,629 - MongoDBStudy.py - 36 : 数据库已存在！
2018-11-19 16:34:20,632 - MongoDBStudy.py - 51 : 集合已存在！
2018-11-19 16:34:20,650 - MongoDBStudy.py - 88 : 数据总量：264
2018-11-19 16:35:21,571 - MongoDBStudy.py - 90 : {'date': '2018-11-15 09:35:03', 'info': '国家统计局：广州10月新建商品住宅价格环比+0.2%（前值+0.4%），同比+4.7%（前值+4.3%）。'}
2018-11-19 16:35:21,571 - MongoDBStudy.py - 90 : {'date': '2018-11-15 09:35:10', 'info': '国家统计局：上海10月新建商品住宅价格环比+0.1%（前值-0.1%），同比-0.4%（前值-0.2%）。'}
2018-11-19 16:35:21,571 - MongoDBStudy.py - 90 : {'date': '2018-11-15 09:44:57', 'info': '北京排查出7557所校外培训机构存在问题，三成已完成整改。未来还将探索建立校外培训机构信用分级评定、动态管理机制，完善校外培训机构白名单、黑名单制度，建立中小学生课外负担动态监测机制，争取社会各方支持，促进校外培训机构规范发展。（央视）'}
2018-11-19 16:35:21,571 - MongoDBStudy.py - 90 : {'date': '2018-11-15 09:46:45', 'info': '创投概念高开高走，日出东方、凤竹纺织、弘业股份、汉鼎宇佑、德美化工、顺利办、赫美集团、钱江水利等个股均有拉升。'}
2018-11-19 16:35:21,572 - MongoDBStudy.py - 90 : {'date': '2018-11-15 09:48:40', 'info': '券商股早盘活跃，国盛金控一度触及涨停，山西证券、华鑫股份、锦龙股份、国投资本等多只个股冲高。'}
2018-11-19 16:35:21,572 - MongoDBStudy.py - 90 : {'date': '2018-11-15 09:53:25', 'info': '【科创概念股走高 报道称最快一季度首批企业将挂牌】华金资本、鲁信创投涨停，张江高科涨7.3%，大众公用、创业黑马、九鼎投资均有上涨，消息面，上海证券交易所11月13日就科创板举行的研讨会上透露，预计本月底下月初将会推出设立科创板的征求意见稿，科创板最快明年一季度首批企业可在科创板挂牌。'}
2018-11-19 16:35:21,572 - MongoDBStudy.py - 90 : {'date': '2018-11-15 09:54:45', 'info': '【国家邮政局：13日邮政、快递企业投递量达2.5亿件创新高】据国家邮政局监控平台数据显示，本周二（13日）,邮政、快递企业投递量达2.5亿件，创行业日投递量新纪录。目前，电商集中促销活动产生的邮、快件已进入投递高峰。'}
2018-11-19 16:35:21,572 - MongoDBStudy.py - 90 : {'date': '2018-11-15 09:57:13', 'info': '【中金：油价下跌利好航空板块 维持板块推荐评级】中金称，考虑航空业偏紧的供需将对票价形成支撑，短期油价回调亦有助提振板块投资情绪，且如果未来油价持续维持在低位，将会利好公司盈利表现；维持板块推荐评级。南方航空受益油价下跌的程度最高，其次依序为东方航空、中国国航、吉祥航空及春秋航空。'}
2018-11-19 16:35:21,572 - MongoDBStudy.py - 90 : {'date': '2018-11-15 09:58:21', 'info': '香港股市医药板块走低，石药集团一度跌近7%领跌。'}
2018-11-19 16:35:21,572 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:01:51', 'info': '【预告：国家市场监督管理总局介绍中国《反垄断法》实施十周年有关情况及展望】国务院新闻办公室将于2018年11月16日（星期五）上午10时举行新闻发布会，请国家市场监督管理总局副局长甘霖介绍中国《反垄断法》实施十周年有关情况及展望，并答记者问。'}
2018-11-19 16:35:21,572 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:02:18', 'info': '【中兴通讯意大利举办全球无线用户大会暨5G论坛】记者获悉，11月14日至15日，中兴通讯在其欧洲首个5G外场所在地意大利拉奎拉，举办全球无线用户大会暨5G论坛。来自全球行业各领先运营商、产业伙伴、政府、咨询机构等嘉宾专家齐聚一堂，共话5G发展，加速推动5G商用落地。'}
2018-11-19 16:35:21,572 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:04:11', 'info': '【土地管理法修正案已报送国务院 民进中央曾建议“全面修订”】自然资源部一位司局级官员上周透露，将全力配合全国人大常委会做好《土地管理法(修正案)》的送审工作。目前，修正案草案已报国务院审议并提请全国人大常委会进行一审，将全力配合全国人大常委会做好审议的各项工作。同时超前谋划《土地管理法实施条例》等配套法规的修改完善工作。'}
2018-11-19 16:35:21,573 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:10:19', 'info': '【海南板块表现抢眼 深改委会议审议通过多项发展方案】海南板块早盘表现强势，海南矿业涨停，海汽集团、海马汽车、海南瑞泽、欣龙控股均有上涨，消息面，国家主席习近平14日主持召开中央全面深化改革委员会会议，审议通过了包括《海南省创新驱动发展战略实施方案》在内的多份发展方案。'}
2018-11-19 16:35:21,573 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:10:37', 'info': '【发改委：10月份共审批核准固定资产投资项目918亿元】发改委发言人孟玮：10月份，我委共审批核准固定资产投资项目9个，其中审批6个，核准3个，总投资918亿元。'}
2018-11-19 16:35:21,573 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:14:08', 'info': '【发改委：10月当月全社会用电量同比增长6.7%】今年1—10月，全国全社会用电量5.66万亿千瓦时，同比增长8.7%，增速较去年同期提高2个百分点。其中，一产、二产、三产和居民生活用电量同比分别增长9.8%、7.2%、13.1%和11.1%，三产和居民生活用电继续保持两位数以上较快增长。10月当月，全社会用电量同比增长6.7%。'}
2018-11-19 16:35:21,573 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:16:14', 'info': '【中铁总拟建全国煤炭交易中心 计划年底挂牌】从多个独立消息源获悉，中国铁路总公司（中铁总）即将挂牌设立一个全国性的煤炭交易中心。该煤炭交易中心由中铁总的全资子公司中国铁路投资有限公司（中铁投）与秦皇岛港合作设立。（财新）'}
2018-11-19 16:35:21,573 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:17:05', 'info': '【习近平离京出席亚太经合组织第二十六次领导人非正式会议】国家主席习近平今天乘专机离开北京，应巴布亚新几内亚独立国总督达达埃和总理奥尼尔、文莱达鲁萨兰国苏丹哈桑纳尔、菲律宾共和国总统杜特尔特邀请，对上述三国进行国事访问，并在巴新同建交太平洋岛国领导人会晤；应巴布亚新几内亚独立国总理奥尼尔邀请，出席在巴新莫尔斯比港举行的亚太经合组织第二十六次领导人非正式会议。 （央视）'}
2018-11-19 16:35:21,573 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:20:19', 'info': '【发改委：乡村振兴省级规划编制基本完成】截至目前，河北、山西、内蒙古、江苏、安徽、山东、河南、湖南、广西、海南、重庆、四川、甘肃和新疆等14个省（区、市）已印发实施省级乡村振兴战略规划；北京、天津、辽宁、吉林、浙江、福建、江西、湖北、贵州、云南、西藏、陕西、青海和宁夏等14个省（区、市）的乡村振兴战略规划已提交省级党委政府审议，将于近期印发实施；黑龙江、上海、广东等3个省（市）以及新疆生产建设兵团已编制完成乡村振兴战略规划初稿或送审稿。'}
2018-11-19 16:35:21,573 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:20:31', 'info': '军工板块走强，湖南天雁直线封板，西仪股份、北化股份、长春一东、长城军工集体拉升。'}
2018-11-19 16:35:21,574 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:21:08', 'info': '【建设银行出台26条举措支持民营和小微企业发展】建设银行近日出台《进一步加大支持民营和小微企业发展的通知》，提出了进一步加大支持民营和小微企业发展的26条举措和工作要求。'}
2018-11-19 16:35:21,574 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:26:12', 'info': '华为在中国以外地区正在开发自己的语音助手，与亚马逊的Alexa、谷歌助手竞争。（CNBC）'}
2018-11-19 16:35:21,574 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:26:21', 'info': '【贵州：17种抗癌药纳入医保】贵州省人力资源社会保障厅近日下发《关于将17种抗癌药纳入贵州省基本医疗保险、工伤保险和生育保险药品目录乙类范围的通知》，于日前正式在贵州省落地实施执行。按照政策规定，17种抗癌药品纳入贵州省医保药品目录乙类范围，按照特殊药品管理制度对其实行“五定管理”。（新华社）'}
2018-11-19 16:35:21,574 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:26:42', 'info': '【发改委：将研究新时代支持东北地区全面振兴、全方位振兴的政策措施】国家发展改革委新闻发言人孟玮在新闻发布会上透露，下一步，发改委将研究新时代支持东北地区全面振兴、全方位振兴的政策措施，支持东北地区以深化改革创新为导向，以高质量发展为引领，瞄准方向、保持定力，扬长避短、发挥优势，一以贯之、久久为功，重塑环境、重振雄风，形成对国家重大战略的坚强支撑。'}
2018-11-19 16:35:21,574 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:29:54', 'info': '【发改委：支持发行创业投资类企业债券】发改委：支持发行创业投资类企业债券。我委支持符合条件的企业发行创业投资基金类债券，募集资金用于出资设立或增资创业投资基金，推动大众创业、万众创新。债券募集资金设立或增资的创业投资基金以股权形式最终投向未上市成长性创业企业。'}
2018-11-19 16:35:21,574 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:31:48', 'info': '【巴西官员：巴西对中国大豆出口料创纪录，或继续攀升】巴西农业部官员周三表示，巴西对中国的大豆出口今年可能创出最高纪录，并可能会进一步增长。今年巴西的大豆出口约有80%都进入了中国，粮食贸易商Agribrasil预测，对华大豆出口料达到创纪录的8,300万吨。（路透）'}
2018-11-19 16:35:21,574 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:35:48', 'info': '【发改委：协调推进民营企业违约债券处置 助力民营企业纾困】发改委：对因现金流紧张发生债券违约，但符合经济结构优化升级方向、有前景的民营企业，督促省级发展改革部门组织各方力量，在严格防止违规举债、严格防范国有资产流失前提下，对民营企业进行必要的财务支持和救助，按照市场化、法治化原则化解处置违约债券风险，助推区域内产业龙头、就业大户、新兴行业等重点民营企业纾困。'}
2018-11-19 16:35:21,575 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:36:15', 'info': '【中国中车：中车电动获法国20辆“新巴客”订单】中国中车消息，自从9月份参加汉诺威车展以来，中车电动的新能源巴士得到了越来越多的关注。11月份，中车电动获法国20辆“新巴客”订单。据悉，该批车为法国量身定制，结合多项智能辅助驾驶功能，是符合欧盟标准的一款高端纯电动客车。'}
2018-11-19 16:35:21,575 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:36:33', 'info': '【发改委印发湘南湘西承接产业转移示范区总体方案】发改委近日印发《湘南湘西承接产业转移示范区总体方案》。到2020年，示范区在承接产业转移、促进区域协同联动、优化营商环境、加快新旧动能转换和进一步扩大开放等方面取得阶段性成果。引进60家以上的世界500强企业，形成若干产值过百亿的龙头企业，优势产业集群不断发展壮大，综合实力和科技创新能力显著增强，城镇格局进一步优化，生态环境质量总体改善，初步探索出一批科学有效的承接产业转移新路径、新模式等。'}
2018-11-19 16:35:21,575 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:36:56', 'info': '【海通证券：2019年军工板块景气度将上行】海通证券发布最新研报称，2019年军工板块将是少有的逆经济周期，景气度上行的板块。上游零部件企业有望将板块的高景气度反映在利润表中，主机厂龙头则有望在预收款、存货等指标有所映射。建议重点关注军工板块。'}
2018-11-19 16:35:21,575 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:37:32', 'info': '【国家林草局与贵州省政府共建长江经济带林业草原改革试验区】昨日，国家林业和草原局、贵州省政府在贵阳签署战略合作框架协议，支持贵州省实施“大扶贫、大数据、大生态”战略行动，建设长江经济带林业草原改革试验区。（中国绿色时报）'}
2018-11-19 16:35:21,575 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:39:51', 'info': '【工信部：推进工业互联网平台建设及推广】工信部消息，11月15日，2018中国（黄石）工业互联网创新发展大会在湖北省黄石市举行。工信部信软司巡视员李颖参加会议并致辞。下一步，工信部信软司将围绕工业互联网平台发展，重点抓培训宣贯、项目实施、平台遴选、试点示范、公共支撑、生态建设，推进平台建设及推广。'}
2018-11-19 16:35:21,575 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:48:06', 'info': '【发改委回应支持长江三角洲区域一体化发展是否有具体支持措施或规划：正在会同有关方面积极谋划】发改委：推动长江三角洲一体化发展，是习近平总书记亲自谋划、亲自部署的重大战略，事关国家发展全局，意义十分重大。贯彻落实好习近平总书记关于长三角一体化发展的重要指示精神，需要从国家战略层面做好顶层设计。目前，国家发改委正在会同有关方面积极谋划。初步考虑，推动长三角一体化发展，重点体现贯彻新发展理念、落实高质量发展要求、坚持一体化发展导向；扎实推进更高起点的深化改革和更高层次的对外开放，推动长三角地区实现更高质量的一体化发展，引领长江经济带发展，同时服务国家发展大局。'}
2018-11-19 16:35:21,576 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:49:40', 'info': '【FF逾250名小股东美国集体起诉：要求收回中国公司控制权】当地时间11月14日，FF（法拉第未来）小股东们在洛杉矶高等法院提起针对恒大健康的集体诉讼，指控恒大健康、夏海钧和彭建军企图通过欺诈手段夺走FF控制权和核心知识产权的非法行径。据FF内部透露，此次诉讼的原告股东代表们均为FF老员工，并在股权激励计划中获得了FF母公司的相应股权，此次诉讼涉及超过250名已行权的小股东。要求FF从恒大收回FF中国的资产、业务经营权和管理权。 （证券时报）'}
2018-11-19 16:35:21,576 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:50:47', 'info': '【煤炭工业协会：中国2019年煤炭消费增长可能会放缓】彭博援引中国煤炭工业协会副秘书长张宏在北京表示，中国明年煤炭消费可能会继续增长，但增速会低于2018年的水平。煤炭价格可能会相对稳定。'}
2018-11-19 16:35:21,576 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:55:42', 'info': '大众中国CEO海兹曼：大众及合作伙伴明年在中国投资40亿欧元。'}
2018-11-19 16:35:21,576 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:56:22', 'info': '【发改委：粤港澳大湾区基础设施等领域专项规划正在编制】发改委新闻发言人孟玮今日表示，将积极推进粤港澳大湾区基础设施互联互通。强化内地与港澳交通联系，构建高效便捷的现代综合交通运输体系。上月底正式开通的港珠澳大桥，就是“一国两制”下粤港澳三地首次合作建设的大型基础设施，也是大湾区建设的一个标志性工程。将注重发挥好大桥的示范效应，促进粤港澳三地基础设施互联互通，目前有关方面正在编制包括交通、能源在内的基础设施领域的专项规划。'}
2018-11-19 16:35:21,576 - MongoDBStudy.py - 90 : {'date': '2018-11-15 10:59:15', 'info': '【华为将于12月底在南非正式上线提供云服务】华为公司14日在南非开普敦举行的2018年非洲通信展上宣布，华为旗下云服务品牌华为云将于12月底在南非正式上线提供云服务。华为云是全球首个在非洲用本地数据中心提供服务的公有云服务提供商。（新华社）'}
2018-11-19 16:35:21,577 - MongoDBStudy.py - 90 : {'date': '2018-11-15 11:01:40', 'info': '【央行八日不操作，隔夜拆息再次转升】隔夜SHIBOR报2.3390%，上升1.4个基点。'}
2018-11-19 16:35:21,577 - MongoDBStudy.py - 90 : {'date': '2018-11-15 11:02:02', 'info': '天然气板块开始走强，龙头东方环宇直线封板，厚普股份、长春燃气、新疆火炬、贵州燃气集体拉升。'}
2018-11-19 16:35:21,577 - MongoDBStudy.py - 90 : {'date': '2018-11-15 11:06:37', 'info': '【发改委：“十三五”后三年基建任务仍然艰巨】发改委发言人孟玮：我委将坚持既不过度依赖投资也不能不要投资、防止大起大落的原则，进一步加强重大项目储备，进一步加快推进重大项目前期工作，进一步加大资金筹措力度，进一步调动民间投资积极性，通过四个“进一步”，聚焦精准补短板，不断提高投资效益，确保有限资金投向关键领域，为保持经济平稳健康可持续发展和提高长期综合竞争实力发挥积极作用。'}
2018-11-19 16:35:21,577 - MongoDBStudy.py - 90 : {'date': '2018-11-15 11:06:50', 'info': 'ST板块急速跳水，*ST天马、*ST龙力、*ST慧业快速下挫一度跌停，*ST尤夫、*ST信通纷纷跟跌。'}
2018-11-19 16:35:21,577 - MongoDBStudy.py - 90 : {'date': '2018-11-15 11:09:19', 'info': '中国发改委：尚未考虑出台汽车购置税减免政策。'}
2018-11-19 16:35:21,577 - MongoDBStudy.py - 90 : {'date': '2018-11-15 11:13:13', 'info': '【发改委：目前已落实的资源量能够足额保障民生用气的需求】 发改委： 近期各地已经陆续开始供暖。为做好今年供暖季天然气保供工作，最近一段时间，我委、能源局会同各有关部门、地方和企业，在天然气增产增供、管网联通、储气能力建设、调峰预案准备等方面，逐项推动任务落实，力争把每项工作落到实处。可以说，目前已落实的资源量能够足额保障民生用气的需求。'}
2018-11-19 16:35:21,577 - MongoDBStudy.py - 90 : {'date': '2018-11-15 11:13:33', 'info': '大众汽车正研究在中国发展大功率充电网络。'}
2018-11-19 16:35:21,577 - MongoDBStudy.py - 90 : {'date': '2018-11-15 11:21:14', 'info': '国家能源局就实行可再生能源电力配额制征求意见。'}
2018-11-19 16:35:21,578 - MongoDBStudy.py - 90 : {'date': '2018-11-15 11:29:21', 'info': '【湖南投入近290亿元兴建水利】经历了今年夏秋的旱涝极端灾害后，湖南省迎来冬春水利建设。从湖南省水利厅了解到，这次冬春水利建设总投资接近290亿元，建设重点为重大水利工程、防洪薄弱环节治理等。（新华社）'}
2018-11-19 16:35:21,578 - MongoDBStudy.py - 90 : {'date': '2018-11-15 11:31:37', 'info': '上证综指上午收盘上涨0.69%，报2,650.51；深证成指上涨0.26%，报7929.16；创业板指上涨0.35%，报1390.53。'}
2018-11-19 16:35:21,578 - MongoDBStudy.py - 90 : {'date': '2018-11-15 11:40:42', 'info': '北京燃气蓝天在香港市场一度跌71%，创历史最大跌幅。'}
2018-11-19 16:35:21,578 - MongoDBStudy.py - 90 : {'date': '2018-11-15 11:43:43', 'info': '大众汽车中国CEO海兹曼：公司预计中国汽车市场2020年将再次增长。'}
2018-11-19 16:35:21,578 - MongoDBStudy.py - 90 : {'date': '2018-11-15 11:44:07', 'info': '润都股份：拟在湖北投资约10.8亿元建设高端原料药生产项目。'}
2018-11-19 16:35:21,578 - MongoDBStudy.py - 90 : {'date': '2018-11-15 11:44:53', 'info': '中国海景在香港一度跌93%，创历史最大跌幅。'}
2018-11-19 16:35:21,578 - MongoDBStudy.py - 90 : {'date': '2018-11-15 11:45:06', 'info': '【多家上市公司回应科创板设立】上海贝岭表示，上海贝岭科技园规模较小，未定位为科技企业孵化园。创业黑马表示，公司业务聚焦于帮助创新创业企业成长的综合性创业服务，科创板的开立对科创行业是重大的鼓舞和利好，公司作为国内领先的创业企业服务公司，将会高度关注科创板动态，继续为创业企业提供更优质的服务。天奥电子则表示公司暂未参与投资创投类公司。梦百合表示，公司未参与投资科创企业。'}
2018-11-19 16:35:21,578 - MongoDBStudy.py - 90 : {'date': '2018-11-15 11:47:01', 'info': '天誉置业在香港市场一度下跌71.5%。'}
2018-11-19 16:35:21,578 - MongoDBStudy.py - 90 : {'date': '2018-11-15 11:52:44', 'info': '【人社部拟规定：领取社保待遇无须提供任何证明材料】从人社部获悉，《社会保险经办管理服务条例（征求意见稿）》日前公开向社会征求意见。其中拟规定，申请领取各项社会保险待遇时，社会保险经办机构不得要求申请人提供证明材料。（新京报）'}
2018-11-19 16:35:21,579 - MongoDBStudy.py - 90 : {'date': '2018-11-15 12:00:46', 'info': '【国家电网董事长舒印彪调任华能集团董事长】据财新，15日上午，中组部相关负责人在中国华能集团有限公司干部会议上，宣布由国家电网公司董事长舒印彪担任华能集团董事长，华能集团原董事长曹培玺到龄退休。'}
2018-11-19 16:35:21,579 - MongoDBStudy.py - 90 : {'date': '2018-11-15 12:01:28', 'info': '【姜超：建议积极推进减税】海通证券首席经济学家姜超表示，从政策选择来看，减税有三种方式：一是增加财政赤字率，这在中国要实现有难度，毕竟3%的财政赤字率在中国是一条红线，不会轻易超越；二是减少财政支出，需要政府削减开支，与大家一起共克时艰，这一种也不容易，毕竟很多支出是刚性的；三是出售资产筹资，加大混改力度，引进社会资本。目前我们在上游行业的国企，在去产能之后盈利高企，其实是推进混改的最佳时机。（中证网）'}
2018-11-19 16:35:21,579 - MongoDBStudy.py - 90 : {'date': '2018-11-15 12:01:48', 'info': '香港恒生指数上午收盘上涨0.4%，报25,760.92。'}
2018-11-19 16:35:21,579 - MongoDBStudy.py - 90 : {'date': '2018-11-15 12:02:51', 'info': '【国家电网：董事长舒印彪离任 总经理寇伟暂时主持全面工作】国家电网公告，11月15日上午，国家电网有限公司召开领导班子扩大会议。中共中央组织部有关干部局负责同志宣布了党中央有关决定：舒印彪同志不再担任国家电网有限公司董事长、党组书记职务，另有任用；国家电网有限公司董事、总经理、党组副书记寇伟同志暂时主持全面工作。'}
2018-11-19 16:35:21,579 - MongoDBStudy.py - 90 : {'date': '2018-11-15 12:06:14', 'info': '【贵州：光纤接入用户占比已超九成】贵州省通信管理局消息，近年来，贵州省信息通信行业持续推动全光网省建设，光纤接入网络已基本覆盖贵州省行政村和住宅小区，光纤用户占比超过九成，100M以上高速率带宽用户占比超六成。'}
2018-11-19 16:35:21,579 - MongoDBStudy.py - 90 : {'date': '2018-11-15 12:06:29', 'info': '【格力电器：中央空调中标中山大学扩建项目】近日，格力中央空调中标中山大学珠海校区扩建工程项目。这是格力继中标上海交通大学、清华大学五道口金融学院等高校后再次服务高等院校。'}
2018-11-19 16:35:21,579 - MongoDBStudy.py - 90 : {'date': '2018-11-15 12:15:20', 'info': '【工信部、应急管理部与广东省签战略协议：共推安全产业发展】14日，2018中国安全产业大会在广东佛山开幕。会上，工业和信息化部、应急管理部与广东省政府共同签署《共同推进安全产业发展战略合作协议》。据了解，上述战略合作协议，着眼于共同推进粤港澳大湾区安全产业的发展。会上，一共13个安全产业项目签约落地，签约金额达70亿元，涉及半导体芯片制造、人工智能、工业互联网、网络及密码信息安全、军民融合等多个领域。（21）'}
2018-11-19 16:35:21,580 - MongoDBStudy.py - 90 : {'date': '2018-11-15 12:17:39', 'info': '【人社部拟规定：工程项目按项目参加工伤保险】今日《社会保险经办管理服务条例（征求意见稿）》公开向社会征求意见。农民工是社保未覆盖的主要群体，而工程建设领域又是农民工的重要就业领域，此次条例明确，工程建设项目按项目参加工伤保险。'}
2018-11-19 16:35:21,580 - MongoDBStudy.py - 90 : {'date': '2018-11-15 12:23:31', 'info': '【陕西省着手打造千亿级苹果产业】今年，陕西省提出了发展以千亿级苹果产业为重点的果业。未来5年，陕西省将聚集优势资源发展苹果特色产业，从加大水肥建设、采后处理、苗木体系建设等方面重点着手，打造千亿级苹果产业。陕西省还将集中精力，支持培育、整合一批有市场影响力的区域公用品牌、企业品牌和产品品牌。同时陕西省将尽快完成国家级苹果产业大数据中心建设，加强国家级苹果产业大数据平台建设。（陕西日报）'}
2018-11-19 16:35:21,580 - MongoDBStudy.py - 90 : {'date': '2018-11-15 12:25:10', 'info': '【红杉资本领投 智加科技完成新一轮融资 无人重卡竞逐再度升温】在宣布和满帮集团达成独家战略合作将近一周后，自动驾驶科技公司智加科技又传来新一轮融资消息。11月15日，智加科技宣布完成A+轮融资，由红杉资本中国基金领投。此前智加科技已经获得满帮集团、金沙江创投、光速中国、华创资本等重量级投资方投资。（每经）'}
2018-11-19 16:35:21,580 - MongoDBStudy.py - 90 : {'date': '2018-11-15 12:28:50', 'info': '【蔚来汽车高速换电网络落地 18座换电站落地京港澳高速 ES8车主免费换电】今日，蔚来汽车官方宣布，蔚来换电站现已贯穿G4京港澳高速，这也是全球首个高速换电网络落地。据了解，京港澳高速公路全长约2285公里，是连接我国南北的交通大动脉。共计18个蔚来换电站分布于石家庄、郑州、武汉、长沙、广州等重点城市周边14个服务区。据了解，蔚来ES8换电从车辆举升到完成差不多3分半钟，比加油更快。未来一年内，蔚来还将着力于中东部地区的骨干高速换电络建设。'}
2018-11-19 16:35:21,580 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:12:51', 'info': '富通鑫茂在互动平台表示，公司参与投资上海擎佑股权投资中心，其持有上海趵虎投资管理中心3.41%股份。'}
2018-11-19 16:35:21,580 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:15:29', 'info': '【雄安容东片区智能城市专项规划项目中标候选人公示，杰赛科技位列第一】中国雄安集团日前公示了雄安新区容东片区智能城市专项规划项目中标候选人，其中001第1包中，杰赛科技以585万元的投标价格排在第一位。此次公示期到11月15日为止。'}
2018-11-19 16:35:21,580 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:18:17', 'info': '穆迪：亚太新兴市场信用状况整体稳定。'}
2018-11-19 16:35:21,580 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:21:06', 'info': '【山东2019年实现排污许可证覆盖 2020年实现排污许可制覆盖】山东省生态环境厅近日发文，要求各市环保局按时完成许可证核发任务，2019年实现排污许可证覆盖涉及全省污染防治攻坚战的所有重点行业，2020年实现排污许可制覆盖所有固定污染源。'}
2018-11-19 16:35:21,581 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:21:23', 'info': '【京津冀地区雾霾15日起逐渐消散 专家：高湿、逆温等条件系重污染过程诱因】从本周一（12日）开始，京津冀以及周边地区正在经历一次大气重污染过程。国家大气污染防治攻关联合中心组织专家会商进行了权威解读。中科院大气物理研究所研究员王自发表示，大雾、高湿、逆温等极端不利气象条件是此轮大气重污染过程的诱因。除了极端不利气象条件，此次京津冀及周边地区重污染天气的出现，污染物排放量大才是主要原因。（央广）'}
2018-11-19 16:35:21,581 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:21:43', 'info': '澳大利亚ASX200指数收盘上涨0.06%，报5736.00点。'}
2018-11-19 16:35:21,581 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:22:08', 'info': '互联网金融板块午后崛起，金证股份封涨停，同花顺大涨7%，东方财富、大智慧、恒生电子纷纷冲高。'}
2018-11-19 16:35:21,581 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:35:54', 'info': '法拉第未来（FF）声明：计划将在2020年进行IPO。'}
2018-11-19 16:35:21,581 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:39:44', 'info': '上证指数涨1%，深证成指涨0.7%，创业板指涨0.9%。'}
2018-11-19 16:35:21,581 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:41:12', 'info': '【华达科技：北汽华达产业基金已投资入股多家公司】华达科技在互动平台上表示，目前，北汽华达产业基金已投资了山东莱阳市昌誉密封产品有限公司、山东泰展机电科技股份有限公司、苏州天瞳威视电子科技有限公司、赛特斯信息科技股份有限公司、湖南长远锂科有限公司等项目。华达科技2017年与北汽产投共同发起成立了北汽华达汽车产业并购基金。'}
2018-11-19 16:35:21,581 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:45:52', 'info': '【支持工具加速落地 民企发债信心提振 CRMW已助力12家民企发行债券66亿元】截至11月12日，江苏、浙江、广东3省已成功创设29.5亿元信用风险缓释凭证（CRMW），已成交15.8亿元，正在配售6亿元，支持12家民营企业发行债券66.2亿元。据悉，近期，北京、江苏、广东、宁夏4省（市、区）还有23单支持工具即将落地。（中国金融时报）'}
2018-11-19 16:35:21,581 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:50:29', 'info': '【吉利长城就广告门事件达成和解：系有人捏造信息制造误解】吉利汽车与长城汽车发布联合声明，称该事已经查明，系有人冒用吉利汽车员工名义，捏造不实信息攻击长城，误导舆论，制造误解。声明表示，双方将在各自官方信息平台删除有关声明，撤销法律诉讼，不再就此事发表任何评论。'}
2018-11-19 16:35:21,582 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:51:16', 'info': '【神州高铁与北京公交有轨电车签署战略合作协议】双方一致同意，未来将建立轨道交通市场信息共享互通机制，在轨道交通项目上开展全面系统的合作。双方充分整合资金、资质、技术、管理等资源，通过组建联合体、成立合资公司、股权投资等多种方式合作开发项目。同时发挥双方在轨道交通运营维保、人才培养等领域的优势，不断扩大合作范围和领域，全面提升合作层次和水平，共同推动双方资本、技术、管理优势互补和品牌升级，实现互利共赢、共同发展。'}
